Id,CardName,Description,GuardianStar1,GuardianStar2,Level,CardType,Attribute,Attack,Defense,Password,StarchipCost,IsAngelWinged,IsBugrothian,IsMercuryMagicUser,IsDragon,IsElf,IsFeatherian,IsFemale,IsJar,IsKoumorian,IsMystElfian,IsPyro,IsTurtle,IsUsableBeast,NumSort,AbcSort,MaxSort,AtkSort,DefSort,TypSort,AISort
492,Hoshiningen,"Trailed by a
beautiful tail, this
shooting star
inflicts damage when
it hits an enemy.",Sun,Neptune,2,Fairy,Light,500,700,67629977,25,0,0,0,0,0,0,0,0,0,1,0,0,0,492,291,553,564,506,348,52
493,Maha Vailo,"A wizard dressed in
blue who is usually
found meditating.",Sun,Venus,5,Spellcaster,Light,1550,1400,93013676,180,0,0,0,0,0,0,0,0,0,0,0,0,0,493,382,216,178,200,64,34
494,Rainbow Marine Mermaid,"An unusual mermaid
that appears
whenever a rainbow
bridges the sky.",Neptune,Venus,5,Fish,Water,1550,1700,29402771,260,0,0,0,0,0,0,1,0,0,0,0,0,0,494,510,166,176,124,438,30
495,Musician King,"A fantastic guitar
player that attacks
enemies with
ultrasonic emissions.",Sun,Mars,5,Spellcaster,Light,1750,1500,56907389,260,0,0,0,0,0,0,0,0,0,0,0,0,0,495,442,163,128,168,68,29
496,Wilmee,"A ferocious rabbit
with sharp claws.",Jupiter,Uranus,4,Beast,Earth,1000,1200,92391084,70,0,0,0,0,0,0,0,0,0,0,0,0,0,496,689,365,371,298,246,42
497,Yado Karu,"A hermit crab with
the head of a dragon.",Neptune,Mercury,4,Aqua,Water,900,1700,29380133,120,0,1,0,0,0,0,0,0,0,0,0,0,0,497,707,180,402,130,565,30
498,Morinphen,"A strange fiend
with long arms and
razor-sharp talons.",Moon,Neptune,5,Fiend,Dark,1550,1300,55784832,160,0,0,0,0,0,0,0,0,0,0,0,0,0,498,434,217,179,234,313,34
499,Kattapillar,"Attacks by blowing
webs at its enemies.
Nobody knows
what the final form
of this insect
might be.",Jupiter,Neptune,1,Insect,Earth,250,300,81179446,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,499,328,607,610,600,386,60
500,Dragon Seeker,"A fearsome monster
sent from the
netherworld
to destroy dragons.",Moon,Mercury,6,Fiend,Dark,2000,2100,28563545,700,0,0,0,0,0,0,0,0,0,0,0,0,0,500,162,62,64,44,288,21
501,Man-eater Bug,"A creature that
slices and dices
with its scissors
and feeds off its
victims.",Jupiter,Pluto,2,Insect,Earth,450,600,54652250,20,0,0,0,0,0,0,0,0,0,0,0,0,0,501,387,569,577,538,394,54
502,D. Human,"Gifted with the
power of dragons,
this warrior wields
a sword created
from a dragon's fang.",Uranus,Mars,4,Warrior,Earth,1300,1100,81057959,120,0,0,0,0,0,0,0,0,0,0,0,0,0,502,124,312,258,311,129,40
503,Turtle Raccoon,"A fox-like creature
with a protective
shell.",Jupiter,Sun,3,Aqua,Water,700,900,17441953,35,0,1,0,0,0,0,0,0,0,0,0,1,0,503,649,480,501,417,552,48
504,Fungi of the Musk,"A monster that leaks
acid from its pores
to melt anything
that touches its
skin.",Jupiter,Moon,1,Fiend,Dark,400,300,53830602,15,0,0,0,0,0,0,0,0,0,0,0,0,0,504,220,595,588,594,292,58
505,Prisman,"A clear crystal
that focuses light
to create a powerful
laser beam.",Uranus,Jupiter,3,Rock,Light,800,1000,80234301,45,0,0,0,0,0,0,0,0,0,0,0,0,0,505,497,442,459,374,590,46
506,Gale Dogra,"A huge moth that
generates a
whirlwind containing
poison dust.",Jupiter,Venus,2,Insect,Earth,650,600,16229315,25,0,0,0,0,0,0,0,0,0,0,0,0,0,506,224,557,522,533,374,53
507,Crazy Fish,"A flying fish
with a sharp head
for piercing targets.",Neptune,Jupiter,4,Fish,Water,1600,1200,53713014,160,0,1,0,0,0,0,0,0,0,0,0,0,0,507,109,204,166,265,430,33
508,Cyber Saurus,"A mechanical
dinosaur equipped
with a beam cannon.",Uranus,Sun,5,Machine,Earth,1800,1400,89112729,260,0,0,0,0,0,0,0,0,0,0,0,0,0,508,119,149,115,190,456,28
509,Bracchio-raidus,"A colossal dinosaur
that stomps
on anything
that wanders
into its path.",Uranus,Moon,6,Dinosaur,Water,2200,2000,16507828,800,0,0,0,0,0,0,0,0,0,0,0,0,0,509,83,50,43,54,403,19
510,Laughing Flower,"A laughing flower
whose chuckles can
drive an enemy mad.",Jupiter,Mercury,2,Plant,Earth,900,500,42591472,30,0,0,0,0,0,0,0,0,0,0,0,0,0,510,353,493,431,547,610,48
511,Bean Soldier,"A plant warrior
that attacks
with a combination
of sword-swings and
pea projectiles.",Jupiter,Uranus,4,Plant,Earth,1400,1300,84990171,140,0,0,0,0,0,0,0,0,0,0,0,0,0,511,51,262,219,237,604,38
512,Cannon Soldier,"A highly destructive
machine armed with a
powerful cannon.",Moon,Mars,4,Machine,Dark,1400,1300,11384280,140,0,0,0,0,0,0,0,0,0,0,0,0,0,512,89,263,220,238,454,38
513,Guardian of the Throne Room,"A sentry robot armed
with homing rockets
for guarding throne
rooms from intruders.",Sun,Saturn,5,Machine,Light,1650,1600,47879985,260,0,0,0,0,0,0,0,0,0,0,0,0,0,513,267,182,144,141,469,31
514,Brave Scizzar,"A creature capable
of manipulating
several scissors
with definite
results.",Moon,Jupiter,4,Machine,Dark,1300,1000,74277583,80,0,0,0,0,0,0,0,0,0,0,0,0,0,514,84,320,263,336,453,40
515,The Statue of Easter Island,"A massive stone idol
from Easter Island
that fires laser
rings from its mouth.",Uranus,Venus,4,Rock,Earth,1100,1400,10262698,100,0,0,0,0,0,0,0,0,0,0,0,0,0,515,625,285,335,217,598,38
516,Muka Muka,"A monster that
angers an opponent
to the point that
the enemy goes
berserk.",Uranus,Mercury,2,Rock,Earth,600,300,46657337,20,0,0,0,0,0,0,0,0,0,0,0,0,0,516,438,572,551,591,587,54
517,Sand Stone,"Appears from
underground and
attacks with long,
snake-like tentacles.",Uranus,Mars,5,Rock,Earth,1300,1600,73051941,180,0,0,0,0,0,0,0,0,0,0,0,0,0,517,539,199,246,145,593,33
518,Boulder Tortoise,"A stone turtle with
a very high defense
factor.",Uranus,Neptune,6,Aqua,Earth,1450,2200,9540040,400,0,1,0,0,0,0,0,0,0,0,0,1,0,518,82,57,208,34,515,19
519,Fire Kraken,"A fiery squid that
can maintain its
flames underwater.",Mars,Saturn,5,Aqua,Fire,1600,1500,46534755,230,0,1,0,0,0,0,0,0,0,0,1,0,0,519,202,188,153,170,522,33
520,Turtle Bird,"A rare flying turtle
that inhabits
the sea.",Saturn,Mars,6,Aqua,Water,1900,1700,72929454,400,0,0,0,0,0,0,0,0,0,0,0,1,0,520,647,113,85,119,551,26
521,Skullbird,"The breath from this
bird robs creatures
of their life force.",Saturn,Venus,6,Winged Beast,Wind,1900,1700,8327462,400,0,0,0,0,0,0,0,0,0,0,0,0,0,521,564,112,84,118,265,26
522,Monstrous Bird,"A huge bird
known for its sharp
dive attacks.",Saturn,Mercury,6,Winged Beast,Wind,2000,1900,35712107,550,0,0,0,0,0,1,0,0,0,0,0,0,0,522,430,75,65,76,259,23
523,The Bistro Butcher,"Defeated enemies
serve as ingredients
for this gourmet
monster.",Moon,Saturn,4,Fiend,Dark,1800,1000,71107816,160,0,0,0,0,0,0,0,0,0,0,0,0,0,523,616,156,119,324,328,28
524,Star Boy,"An extraterrestrial
life form that loves
living in water.",Neptune,Mars,2,Aqua,Water,550,500,8201910,20,0,1,0,0,0,0,0,0,0,0,0,0,0,524,582,573,552,560,546,55
525,Spirit of the Mountain,"Music from this
creature's flute
can drain 
an enemy's willpower.",Uranus,Jupiter,5,Spellcaster,Earth,1300,1800,34690519,230,0,0,0,0,0,0,0,0,0,0,0,0,0,525,579,154,245,109,81,28
526,Neck Hunter,"Armed with a huge
sickle, this monster
can fire beams
from its large eyes.",Moon,Uranus,6,Fiend,Dark,1750,1900,70084224,400,0,0,0,0,0,0,0,0,0,0,0,0,0,526,456,109,125,79,316,26
527,Milus Radiant,"Often mistaken
as a cute pet,
this creature is a
very dangerous beast.",Jupiter,Neptune,1,Beast,Earth,300,250,7489323,10,0,0,0,0,0,0,0,0,0,0,0,0,1,527,422,608,602,606,229,60
528,Togex,"A very fast monster
that rolls up and
rams its enemies.",Uranus,Sun,5,Beast,Earth,1600,1800,33878931,320,0,0,0,0,0,0,0,0,0,0,0,0,1,528,635,134,151,101,244,28
529,Flame Cerebrus,"A flaming beast
that is lethal
to the touch.",Mars,Pluto,6,Pyro,Fire,2100,1800,60862676,550,0,0,0,0,0,0,0,0,0,0,0,0,0,529,207,66,52,93,572,21
530,Eldeen,"Uses a wand to cast
various spells
against an enemy.",Mercury,Moon,3,Spellcaster,Light,950,1000,6367785,50,0,0,1,0,0,0,1,0,0,0,0,0,0,530,173,425,397,365,45,46
531,Mystical Sand,"Turns enemies to
stone and crushes
them to dust.",Mercury,Saturn,6,Rock,Earth,2100,1700,32751480,500,0,0,0,0,0,0,0,0,0,0,0,0,0,531,453,70,56,113,588,21
532,Gemini Elf,"Elf twins
that attack an enemy
from opposite sides.",Sun,Uranus,4,Spellcaster,Earth,1900,900,69140098,160,0,0,0,0,1,0,1,0,0,0,0,0,0,532,234,122,91,380,49,26
533,Kwagar Hercules,"An insect monster
with the jaws of
a stag beetle and
the horn of a beetle.",Jupiter,Sun,6,Insect,Earth,1900,1700,95144193,400,0,0,0,0,0,0,0,0,0,0,0,0,0,533,344,110,83,117,391,26
534,Minar,"A monster with four
highly dexterous
arms for executing
separate attacks.",Moon,Neptune,3,Insect,Earth,850,750,32539892,35,0,0,0,0,0,0,0,0,1,0,0,0,0,534,423,500,441,469,395,49
535,Kamakiriman,"A man-shaped mantis
with two razor-sharp
scythes.",Jupiter,Moon,4,Insect,Earth,1150,1400,68928540,100,0,0,0,0,0,0,0,0,0,0,0,0,0,535,320,282,329,215,385,38
536,Mechaleon,"A chameleon-like
monster that can
hide anywhere
by changing colors.",Neptune,Saturn,2,Reptile,Water,800,600,94412545,30,0,1,0,0,0,0,0,0,0,0,0,0,0,536,400,516,475,517,422,50
537,Mega Thunderball,"Rolls along the
ground releasing
bolts of electricity
to attack its
enemies.",Pluto,Mercury,2,Thunder,Wind,750,600,21817254,30,0,0,0,0,0,0,0,0,0,0,0,0,0,537,405,528,487,522,499,51
538,Niwatori,"Swallows enemies
whole and uses
their essence
as energy.",Jupiter,Venus,3,Winged Beast,Earth,900,800,7805359,40,0,0,0,0,0,0,0,0,0,0,0,0,0,538,465,469,416,454,260,48
539,Corroding Shark,"A zombie shark that
wanders the ocean
depths, cursing any
that dare cross its
path.",Moon,Pluto,3,Zombie,Dark,1100,700,34290067,45,0,0,0,0,0,0,0,0,0,0,0,0,0,539,102,412,354,476,93,44
540,Skelengel,"A phantom fairy that
fires countless
arrows at anything
that harbors an urge
to attack.",Sun,Pluto,2,Fairy,Light,900,400,60694662,30,1,0,0,0,0,0,0,0,0,0,0,0,0,540,557,495,433,570,360,48
541,Hane-Hane,"This creature blocks
enemy movement with
gale-force winds
and attacks with
a massive battle axe.",Saturn,Pluto,2,Beast,Earth,450,500,7089711,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,541,270,579,578,564,222,56
542,Misairuzame,"A rocket-launching
fish protected
by thorny spikes.",Neptune,Sun,5,Fish,Water,1400,1600,33178416,200,0,0,0,0,0,0,0,0,0,0,0,0,0,542,425,195,216,143,437,33
543,Tongyo,"This creature is
powered by the life
force of the fishes
it captures with
its long tongue.",Neptune,Moon,4,Fish,Water,1350,800,69572024,60,0,0,0,0,0,0,0,0,0,0,0,0,0,543,637,301,242,434,441,39
544,Dharma Cannon,"A highly accurate
mechanical monster
covered with large-
caliber cannons.",Moon,Mercury,2,Machine,Dark,900,500,96967123,30,0,0,0,0,0,0,0,0,0,0,0,0,0,544,147,491,429,545,460,48
545,Skelgon,"A skeletal zombie
dragon that is
capable of flying
across the skies.",Moon,Pluto,6,Zombie,Dark,1700,1900,32355828,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,545,558,111,129,80,110,26
546,Wow Warrior,"A massive beast
of a fish with
arms, legs, and 
razor-sharp teeth.",Neptune,Mars,4,Fish,Water,1250,900,69750536,60,0,0,0,0,0,0,0,0,0,0,0,0,0,546,705,341,276,384,443,41
547,Griggle,"This monster spins
about its enemy
launching blinding
leaves and painful
seeds.",Jupiter,Mercury,1,Plant,Earth,350,300,95744531,15,0,0,0,0,0,0,0,0,0,0,0,0,0,547,262,602,592,597,609,59
548,Bone Mouse,"A zombie rat
that hunts felines.",Moon,Pluto,1,Zombie,Dark,400,300,21239280,15,0,0,0,0,0,0,0,0,0,0,0,0,0,548,78,592,586,592,91,58
549,Frog The Jam,"A slime creature
with a frog's head
that croaks as it
attacks.",Neptune,Jupiter,2,Aqua,Water,700,500,68638985,25,0,1,0,0,0,0,0,0,0,0,0,0,0,549,219,552,518,552,524,52
550,Behegon,"A strange sea
serpent with a
massive mouth lined
with huge fangs.",Neptune,Saturn,4,Aqua,Water,1350,1000,94022093,80,0,1,0,0,0,0,0,0,0,0,0,0,0,550,59,299,240,334,514,39
551,Dark Elf,"A wicked elf
that just loves
to engage in battle.",Mercury,Jupiter,4,Spellcaster,Dark,2000,800,21417692,160,0,0,0,0,0,0,1,0,0,0,0,0,0,551,129,97,76,424,41,23
552,Winged Dragon #2,"Creates powerful
tornadoes with
its huge wings.",Saturn,Neptune,4,Winged Beast,Wind,1200,1000,57405307,70,0,0,0,0,0,0,0,0,0,0,0,0,0,552,694,366,310,354,270,42
553,Mushroom Man #2,"A fully grown
Mushroom Man with
an increased
attack factor.",Jupiter,Uranus,3,Warrior,Earth,1250,800,93900406,55,0,0,0,0,0,0,0,0,0,0,0,0,0,553,441,342,277,436,164,41
554,Lava Battleguard,"This brother of
Swamp Battleguard
may not be powerful,
but is pretty good
on defense.",Mercury,Mars,5,Warrior,Earth,1550,1800,20394040,999999,0,0,1,0,0,0,0,0,0,0,0,0,0,554,355,136,175,103,157,28
555,Tyhone #2,"A crimson dragon
that spits fireballs
at its enemies.",Mars,Uranus,6,Dragon,Fire,1700,1900,56789759,999999,0,0,0,1,0,0,0,0,0,0,1,0,0,555,658,114,130,81,28,26
556,The Wandering Doomed,"A monster that
aimlessly wanders
in search of enemies.",Moon,Pluto,2,Zombie,Dark,800,600,93788854,30,0,0,0,0,0,0,0,0,0,0,0,0,0,556,627,520,478,520,115,50
557,Steel Ogre Grotto #1,"A steel idol
worshipped in the
Land of Machines.",Moon,Mars,5,Machine,Earth,1400,1800,29172562,260,0,0,0,0,0,0,0,0,0,0,0,0,0,557,583,152,214,108,489,28
558,Pot the Trick,"A not very reliable
sorcerer's servant.",Moon,Jupiter,2,Rock,Earth,400,400,55567161,20,0,0,0,0,0,0,0,1,0,0,0,0,0,558,492,591,585,583,589,58
559,Oscillo Hero,"A strange warrior
from another
dimension.",Venus,Sun,3,Warrior,Earth,1250,700,82065276,50,0,0,0,0,0,0,0,0,0,0,0,0,0,559,476,344,279,474,168,41
560,Invader from Another Dimension,"A creature that came
from another galaxy.",Venus,Mars,4,Fiend,Dark,950,1400,28450915,80,0,0,0,0,0,0,0,0,0,0,0,0,0,560,305,288,395,218,296,38
561,Lesser Dragon,"A low-class, minor
dragon incapable
of breathing fire.",Moon,Saturn,4,Dragon,Wind,1200,1000,55444629,70,0,0,0,1,0,0,0,0,1,0,0,0,0,561,363,360,306,350,15,42
562,Needle Worm,"A larva
with steel spikes
to attack the unwary.",Jupiter,Pluto,2,Insect,Earth,750,600,81843628,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,562,459,529,488,523,396,51
563,Wretched Ghost of the Attic,"A harmless creature
usually found
in the attic
of any home.",Mercury,Uranus,2,Fiend,Dark,550,400,17238333,20,0,0,1,0,0,0,0,0,0,0,0,0,0,563,706,576,555,576,337,55
564,Great Mammoth of Goldfine,"A very unusual
skeletal zombie
elephant with
glowing gold bones.",Moon,Pluto,6,Zombie,Dark,2200,1800,54622031,800,0,0,0,0,0,0,0,0,0,0,0,0,0,564,256,54,45,89,103,19
565,Man-eating Black Shark,"A black shark
that can detect
almost any scent
in the water.",Neptune,Sun,5,Fish,Water,2100,1300,80727036,320,0,0,0,0,0,0,0,0,0,0,0,0,0,565,388,72,58,225,435,21
566,Yormungarde,"A very long snake
that often appears
in legends and myths.",Neptune,Moon,3,Reptile,Earth,1200,900,17115745,60,0,1,0,0,0,0,0,0,0,0,0,0,0,566,715,379,320,394,426,42
567,Darkworld Thorns,"A thorny plant found
in the darklands
that wraps itself
around any unwary
traveler.",Moon,Jupiter,3,Plant,Earth,1200,900,43500484,60,0,0,0,0,0,0,0,0,0,0,0,0,0,567,144,367,311,385,606,42
568,Anthrosaurus,"Man-like dinosaur
lacking in strength,
but with a high I.Q.",Uranus,Moon,3,Dinosaur,Earth,1000,850,89904598,45,0,0,0,0,0,0,0,0,0,0,0,0,0,568,24,431,382,423,402,46
569,Drooling Lizard,"A blood-sucking
snake in human form
that attacks any
living being that
passes nearby.",Neptune,Venus,3,Reptile,Earth,900,800,16353197,40,0,1,0,0,0,0,0,0,0,0,0,0,0,569,169,465,414,452,418,48
570,Trakadon,"A tiger-striped
dragon that is often
seen racing across
the wasteland with
tremendous speed.",Uranus,Venus,3,Dinosaur,Earth,1300,800,42348802,60,0,0,0,0,0,0,0,0,0,0,0,0,0,570,640,331,270,435,411,40
571,B. Dragon Jungle King,"A jet-black dragon
that inhabits the
jungles and feeds
on trees.",Jupiter,Neptune,6,Dragon,Earth,2100,1800,89832901,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,571,38,64,50,91,1,21
572,Empress Judge,"Empress of the
Golden Kingdom. None
may refuse her will.",Uranus,Venus,6,Warrior,Earth,2100,1700,15237615,500,0,0,0,0,0,0,0,0,0,0,0,0,0,572,181,69,55,112,135,21
573,Little D,"A very ferocious
monster spawned
from a T-Rex.",Uranus,Mercury,3,Dinosaur,Earth,1100,700,42625254,45,0,0,0,0,0,0,0,0,0,0,0,0,0,573,367,414,356,478,405,44
574,Witch of the Black Forest,"This forest-dwelling
witch can see all
with the eye
on her forehead.",Mercury,Pluto,4,Spellcaster,Dark,1100,1200,78010363,80,0,0,1,0,0,0,1,0,0,0,0,0,0,574,698,349,340,293,87,42
575,Ancient One of the Deep Forest,"A white goat that
has inhabited the
forest for ages.
The creature is
actually an elder
of the woods.",Jupiter,Sun,6,Beast,Earth,1800,1900,14015067,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,575,18,106,101,77,208,26
576,Giant Scorpion of the Tundra,"A rare scarlet
scorpion that can be
found in the tundra
-- not in the desert.",Jupiter,Moon,3,Insect,Earth,1100,1000,41403766,60,0,0,0,0,0,0,0,0,0,0,0,0,0,576,240,397,342,355,377,44
577,Crow Goblin,"A very wise,
long-nosed goblin
with supernatural
powers.",Saturn,Mars,5,Winged Beast,Wind,1850,1600,77998771,320,0,0,0,0,0,0,0,0,0,0,0,0,0,577,111,124,93,136,250,27
578,Leo Wizard,"A wizard with a
black cape that is
actually a talking
lion disguised
as a man.",Mercury,Neptune,5,Spellcaster,Earth,1350,1200,4392470,100,0,0,1,0,0,0,0,0,0,0,0,0,0,578,361,298,239,286,60,39
579,Abyss Flower,"A rare flower
that blooms in a
pitch-dark abyss.",Jupiter,Venus,2,Plant,Earth,750,400,40387124,25,0,0,0,0,0,0,0,0,0,0,0,0,0,579,3,532,490,573,600,51
580,Patrol Robo,"A cutting-edge robot
that eliminates
intruders upon
detection.",Moon,Uranus,3,Machine,Earth,1100,900,76775123,55,0,0,0,0,0,0,0,0,0,0,0,0,0,580,480,405,348,400,484,44
581,Takuhee,"This bird is
a precursor
to disaster!!",Saturn,Sun,4,Winged Beast,Wind,1450,1000,3170832,120,0,0,0,0,0,1,0,0,0,0,0,0,0,581,606,258,212,331,267,37
582,Dark Witch,"A popular creature
in mythology that
delivers judgement
with a sharp spear.",Sun,Neptune,5,Fairy,Light,1800,1700,35565537,350,1,0,0,0,0,0,1,0,0,0,0,0,0,582,141,128,102,122,342,28
583,Weather Report,"This creature is
known to predict the
weather with very
little accuracy.",Neptune,Mercury,4,Aqua,Water,950,1500,72053645,120,0,1,0,0,0,0,0,0,0,0,0,0,0,583,681,248,394,184,563,36
584,Binding Chain,"This creature
corners its enemies
and seals away
their power.",Sun,Venus,3,Fairy,Light,1000,1100,8058240,60,0,0,0,0,0,0,0,0,0,0,0,0,0,584,63,396,373,318,340,44
585,Mechanical Snail,"A mechanically
enhanced snail that
is no faster than
it used to be.",Moon,Neptune,3,Machine,Dark,800,1000,34442949,45,0,0,0,0,0,0,0,0,0,0,0,0,0,585,401,439,456,371,477,46
586,Greenkappa,"A creature that
transforms into the
image of its enemy
and copies every
offensive move.",Moon,Mercury,3,Warrior,Dark,650,900,61831093,30,0,0,0,0,0,0,0,0,0,0,0,0,0,586,260,485,520,418,143,48
587,Mon Larvas,"A highly evolved
Larvas that is even
more powerful than
before.",Jupiter,Mercury,4,Beast,Earth,1300,1400,7225792,140,0,0,0,0,0,0,0,0,0,0,0,0,0,587,426,268,254,208,230,38
588,Living Vase,"A living vase that
blinds enemies with
pollen and attacks
with its sharp teeth.",Jupiter,Uranus,3,Plant,Earth,900,1100,34320307,55,0,0,0,0,0,0,0,0,0,0,0,0,0,588,368,403,409,320,611,44
589,Tentacle Plant,"Attacks a nearby
opponent by reaching
out with its blue
vines.",Jupiter,Pluto,2,Plant,Water,500,600,60715406,25,0,0,0,0,0,0,0,0,0,0,0,0,0,589,611,568,567,537,619,54
590,Beaked Snake,"Wraps its coils
around opponents and
pecks them with its
huge beak.",Neptune,Jupiter,3,Reptile,Earth,800,900,6103114,40,0,1,0,0,0,0,0,0,0,0,0,0,0,590,50,460,460,408,417,48
591,Morphing Jar,"A large jar
that attacks
nearby enemies
by unleashing
the monster
it contains inside.",Uranus,Neptune,2,Rock,Earth,700,600,33508719,30,0,0,0,0,0,0,0,1,0,0,0,0,0,591,435,542,511,528,586,52
592,Muse-A,"A fairy of the arts
and an excellent
harp player.",Sun,Mars,3,Fairy,Light,850,900,69992868,40,0,0,0,0,0,0,1,0,0,0,0,0,0,592,439,459,438,407,353,48
593,Giant Turtle Who Feeds on Flames,"A monster turtle
with a crimson shell.
It feeds on fire.",Neptune,Mars,5,Aqua,Water,1400,1800,96981563,260,0,1,0,0,0,0,0,0,0,0,0,1,0,593,242,151,213,107,526,28
594,Rose Spectre of Dunn,"A red rose possessed
by a vile spirit
that feeds on
the life force
of others to
provide the flower
with nourishment.",Moon,Jupiter,6,Plant,Dark,2000,1800,32485271,500,0,0,0,0,0,0,1,0,0,0,0,0,0,594,531,83,68,97,617,23
595,Fiend Refrection #1,"Drags enemies into
a mirror world.",Venus,Jupiter,4,Winged Beast,Wind,1300,1400,68870276,140,0,0,0,0,0,0,0,0,0,0,0,0,0,595,195,265,251,205,253,38
596,Ghoul with an Appetite,"A monster that can
eat all it wants but
is never fulfilled.",Moon,Pluto,4,Zombie,Dark,1600,1200,95265975,160,0,0,0,0,0,0,0,0,0,0,0,0,0,596,236,205,167,266,101,33
597,Pale Beast,"With skin tinged
a bluish white, this
strange creature is
a fearsome sight
to behold.",Jupiter,Neptune,4,Beast,Earth,1500,1200,21263083,140,0,0,0,0,0,0,0,0,0,0,0,0,1,597,478,237,196,275,236,36
598,Little Chimera,"A monster created
from an experimental
attempt to graft
wings on beasts.",Saturn,Moon,2,Beast,Fire,600,550,68658728,25,0,0,0,0,0,0,0,0,0,0,0,0,1,598,366,563,545,540,226,54
599,Violent Rain,"A monster capable of
bringing on sudden
rain showers.",Neptune,Mercury,4,Aqua,Water,1550,800,94042337,80,0,1,0,0,0,0,0,0,0,0,0,0,0,599,667,220,181,430,557,34
600,Key Mace #2,"Seals away the good
in a soul to create
a wicked being.",Mercury,Moon,4,Fiend,Dark,1050,1200,20541432,70,0,0,1,0,0,0,1,0,0,0,0,0,0,600,331,350,359,294,298,42
601,Tenderness,"A cute fairy
dedicated
to bringing
about eternal love.",Sun,Jupiter,3,Fairy,Light,700,1400,57935140,60,1,0,0,0,0,0,0,0,0,1,0,0,0,601,610,294,494,223,362,38
602,Penguin Soldier,"A low-class penguin
soldier that attacks
in a group.",Neptune,Mars,2,Aqua,Water,750,500,93920745,25,0,1,0,0,0,0,0,0,0,0,0,0,0,602,484,531,489,549,542,51
603,Fairy Dragon,"A beautiful
and powerful
dragon fairy.",Sun,Saturn,4,Dragon,Wind,1100,1200,20315854,999999,0,0,0,1,0,0,0,0,0,0,0,0,0,603,188,346,337,290,10,42
604,Obese Marmot of Nefariousness,"An ill-mannered
field mouse that
chews on anything.",Moon,Mars,3,Beast,Earth,750,800,56713552,30,0,0,0,0,0,0,0,0,1,0,0,0,1,604,467,503,484,461,235,50
605,Liquid Beast,"A liquid life form
that moves freely
in water.",Neptune,Saturn,3,Aqua,Water,950,800,93108297,40,0,1,0,0,0,0,0,0,0,0,0,0,0,605,364,455,398,450,536,47
606,Twin Long Rods #2,"An undersea creature
that attacks with
two whip-like tails.",Neptune,Sun,3,Aqua,Water,850,700,29692206,30,0,1,0,0,0,0,0,0,0,0,0,0,0,606,653,501,442,492,556,49
607,Great Bill,"A monster with a
massive maw that
allows it to swallow
an enemy whole.",Jupiter,Sun,4,Beast,Earth,1250,1300,55691901,100,0,0,0,0,0,0,0,0,0,0,0,0,0,607,255,304,273,241,220,40
608,Shining Friendship,"The peacemaker
among monsters.",Sun,Uranus,4,Fairy,Light,1300,1100,82085619,120,1,0,0,0,0,0,0,0,0,0,0,0,0,608,552,316,261,314,359,40
609,Bladefly,"A monster fly
that swoops down
with sharp
sword-like arms
extended out front.",Jupiter,Moon,2,Insect,Wind,600,700,28470714,30,0,0,0,0,0,0,0,0,0,0,0,0,0,609,69,536,538,501,370,52
610,Electric Lizard,"A lizard
that discharges
electricity stored
in its body.",Pluto,Sun,3,Thunder,Earth,850,800,55875323,35,0,0,0,0,0,0,0,0,0,0,0,0,0,610,174,499,440,459,494,49
611,Hiro's Shadow Scout,"A servant of fiends
used primarily for
scouting an area.",Moon,Saturn,2,Fiend,Dark,650,500,81863068,25,0,0,0,0,0,0,0,0,1,0,0,0,0,611,284,559,524,555,294,53
612,Lady of Faith,"Soothes the souls of
others by chanting
a mysterious spell.",Sun,Pluto,3,Spellcaster,Light,1100,800,17358176,50,0,0,0,0,0,0,1,0,0,0,0,0,0,612,348,409,352,444,56,44
613,Twin-headed Thunder Dragon,"A two-headed Thunder
Dragon capable of
powerful electric
attacks.",Pluto,Moon,7,Thunder,Light,2800,2100,54752875,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,613,654,16,13,39,505,8
614,Hunter Spider,"A hunter that uses
its spider web to
entrap its enemies.",Jupiter,Venus,5,Insect,Earth,1600,1400,80141480,200,0,0,0,0,0,0,0,0,0,0,0,0,0,614,296,194,159,198,381,33
615,Armored Starfish,"A bluish starfish
with a solid hide
capable of fending
off attacks.",Neptune,Moon,4,Aqua,Water,850,1400,17535588,70,0,1,0,0,0,0,0,0,0,0,0,0,0,615,34,290,437,220,512,38
616,Hourglass of Courage,"A fairy that
controls the
feelings of others,
instilling them
with bravery.",Sun,Neptune,4,Fairy,Light,1100,1200,43530283,80,1,0,0,0,0,0,0,0,0,0,0,0,0,616,292,347,338,291,349,42
617,Marine Beast,"A sea creature
with sharp teeth
that won't release
a victim once
they're locked on.",Neptune,Mercury,5,Fish,Water,1700,1600,29929832,290,0,1,0,0,0,0,0,0,0,0,0,0,0,617,390,165,132,140,436,30
618,Warrior of Tradition,"A lady warrior
drenched in the 
essence from
a thousand
battlefields.",Mercury,Mars,6,Warrior,Earth,1900,1700,56413937,400,0,0,1,0,0,0,1,0,0,0,0,0,0,618,673,115,86,120,189,26
